fc_prime,arm,eccentricity,fpe,area,Axial,Moment,Shear,Pass1,Pass2,Pass3,ComRatio
40,275,0.2,50,1250,2258.26,27.49,80.225235,-0.080231,0.051257,0.100023,0.052837
28,350,0.2,400,500,2234.23,55.45,76.386187,-0.18208,0.144058,0.146024,0.067568
50,225,0.8,1000,750,1414.48,214.05,87.468344,12.572539,1.898588,0.341955,0.278094
60,350,0.6,0,1500,5144.21,58.8,125.297491,-0.00017,-1.30E-05,0.065176,0.023428
60,250,0.8,200,1250,2602.84,86.9,90.425622,3.096833,0.42731,0.09977,0.086848
30,375,0.8,1200,1750,2146.32,901.24,168.449908,16.290708,3.190803,0.382501,0.440633
50,350,0.2,1000,1250,3636.84,311.12,167.207044,-0.850621,0.504287,0.463891,0.190189
30,250,0.4,400,250,1197.42,25.78,41.250068,0.462317,0.202338,0.122864,0.063974
50,250,0.8,800,250,1926.37,81.53,52.572024,2.713877,0.410213,0.139955,0.069353
30,350,1,50,1000,2624.11,63.11,89.126428,0.608518,0.105061,0.093595,0.038535
50,250,0.8,100,1500,2342.37,66.88,85.925622,2.035343,0.307655,0.126055,0.079424
28,250,0.6,200,500,1197.33,30.59,49.749495,1.145828,0.291517,0.110689,0.076197
28,300,0.4,500,750,1630.09,94.61,81.133855,1.255084,0.563813,0.259211,0.151366
28,400,0.6,50,2000,3438.77,93.62,129.857999,0.447141,0.1137,0.113323,0.055543
50,200,0.6,200,2000,1646.28,80.09,84.96305,5.350198,1.020409,0.263296,0.240424
70,375,0.1,1000,750,6126.07,211.13,147.379003,-1.069282,0.137994,0.216078,0.077817
28,350,0.1,500,1250,2247.23,117.34,119.582127,-1.624068,0.330599,0.406551,0.182424
70,225,0.1,50,2000,2770.67,29.27,90.582589,-0.411821,0.051902,0.126271,0.068462
30,350,0.8,0,2000,2962.11,61.4,109.45744,-0.000241,-2.60E-05,0.136114,0.042839
30,225,0.2,200,1500,1254.29,42.59,72.467151,-0.68951,0.492297,0.411531,0.23479
30,250,0.1,1200,1250,781.42,119.94,86.694218,-7.565375,1.466342,1.310761,0.713408
30,350,0.6,400,1750,2520.11,231.18,136.192275,3.953657,0.970925,0.211657,0.194085
70,275,0.2,500,500,3352.33,61.59,79.985077,-0.241998,0.117201,0.133341,0.056208
40,225,0.1,100,2000,1776.39,33.86,80.433617,-1.089256,0.181688,0.285868,0.152588
40,325,0.1,100,750,2873.55,28.2,82.942856,-0.190205,0.032253,0.071178,0.036388
70,375,0.1,50,1750,6782.57,61.38,154.649601,-0.12488,0.01609,0.053556,0.029051
50,250,1,400,2000,2160.37,248.23,123.144048,14.851082,1.975689,0.037896,0.26224
28,200,0.4,800,250,662.96,37.39,36.597383,1.477616,0.678637,0.365971,0.176315
28,300,0.2,200,2000,2007.09,78.37,107.109203,-0.506732,0.393284,0.336483,0.188503
50,275,0.4,800,1500,2219.95,271.96,136.994547,3.567294,1.203292,0.539591,0.298378
60,225,0.2,200,1750,2248.58,55.35,93.961223,-0.568773,0.287177,0.263924,0.142518
40,400,0.1,200,500,4199.39,43.72,93.440461,-0.16533,0.02824,0.059447,0.028974
70,275,0.6,400,500,3378.33,76.07,77.735077,1.198277,0.192716,0.090128,0.048474
50,200,0.8,800,1000,1126.28,187.35,78.199656,16.977485,2.56146,0.352984,0.379169
70,200,0.8,1200,750,1488.4,220.63,89.091519,16.142203,2.058318,0.334529,0.295346
30,325,0.1,500,2000,2112.91,151.49,141.154678,-2.92521,0.573733,0.642595,0.305381
70,350,0.2,500,2000,5559.58,241.84,190.179139,-0.575156,0.288162,0.258379,0.120682
50,325,0.1,200,2000,3764.19,84.87,136.85859,-0.906463,0.137686,0.194615,0.095423
30,300,0.8,200,1000,1912.73,81.59,81.371399,2.42948,0.474883,0.103366,0.094383
40,300,0.8,1000,1250,2012.98,462.88,132.088151,13.151213,2.226133,0.359786,0.317982
28,350,1,200,1000,2390.23,113.78,93.901275,2.52025,0.450345,0.071762,0.075833
28,325,1,150,500,1991.99,51.59,65.092253,1.096986,0.195826,0.066892,0.042477
30,350,0.6,500,1500,2416.11,253.98,133.198684,4.236078,1.040279,0.240709,0.201904
28,350,0.1,50,2000,2754.23,44.26,111.468904,-0.26006,0.052872,0.12559,0.068806
50,325,0.2,400,1750,3530.19,147.11,145.184151,-0.558421,0.327929,0.277658,0.1398
50,225,0.1,1200,2000,946.48,122.41,108.927661,-11.687979,1.744469,1.307947,0.851194
40,275,0.4,400,250,1926.76,33.37,49.771242,0.332121,0.12532,0.093121,0.043842
40,375,0.4,50,1500,4018.75,63.86,122.175931,0.13493,0.050411,0.077298,0.037972
40,250,0.6,400,750,1639.9,77.17,71.837097,2.876584,0.612239,0.165283,0.128639
40,350,0.1,500,750,3156.48,87.39,103.751428,-0.815359,0.138844,0.198995,0.083319
60,375,0.2,150,1500,5735.63,87.65,146.118118,-0.12079,0.065808,0.08536,0.043729
28,250,1,1000,1750,729.33,464.89,90.964379,43.412635,7.717582,-0.365044,0.905964
40,350,1,200,1500,3429.48,169.11,122.95744,3.162993,0.472872,0.07275,0.079169
28,350,0.8,150,1750,2591.73,132.86,114.124576,2.421204,0.490586,0.124874,0.103087
60,350,1,1000,750,4520.21,442.27,133.198684,6.456689,0.78814,0.142842,0.101247
50,225,0.8,400,1500,1726.48,146.73,96.913288,10.057974,1.518865,0.149581,0.244529
70,300,0.6,200,1500,4289.71,114.04,123.381096,1.510392,0.242853,0.097409,0.064741
28,300,0.6,1000,750,1435.09,238.88,96.656513,5.970781,1.51788,0.433857,0.2735
28,300,0.1,0,1750,2137.09,21.47,85.229887,-0.00029,-3.30E-05,0.081273,0.051785
40,325,1,500,1250,2743.55,282.38,122.463125,7.650012,1.142474,0.083269,0.150162
50,200,0.4,100,250,1295.28,9.53,34.606525,0.137938,0.047481,0.060715,0.029776
60,300,1,100,250,3474.47,40.21,58.566218,0.293359,0.035737,0.055232,0.018311
70,225,0.8,200,1500,2510.67,90.33,91.711223,4.250149,0.542443,0.114727,0.107363
30,375,0.8,500,250,2705.32,87.89,65.025466,0.969473,0.189906,0.084407,0.039365
40,400,0.4,500,1500,4173.39,262.93,162.024341,1.188672,0.44299,0.213693,0.120586
60,300,0.1,100,1250,3734.47,39.71,103.8481,-0.3053,0.042168,0.086552,0.04413
30,325,0.8,50,1250,2366.41,57.5,88.524375,0.646185,0.126422,0.110285,0.050788
60,300,1,1200,1250,3019.47,644,165.7231,17.613247,2.145117,0.189889,0.247353
50,350,0.2,200,500,4000.84,42.68,86.253849,-0.068222,0.040328,0.060781,0.029736
30,275,0.2,1200,2000,801.57,165.24,111.290758,-3.546106,2.625589,1.029042,0.938716
28,300,0.2,0,1750,2137.09,24.56,85.229887,-0.00029,-3.30E-05,0.092967,0.051785
70,300,1,1200,1500,3509.71,770.74,190.875243,19.568079,2.206408,0.192194,0.255356
60,225,0.2,1200,750,1650.58,131.35,97.340907,-1.462148,0.738485,0.63236,0.270134
28,250,0.8,100,1000,1353.33,43.18,61.510792,1.813112,0.366242,0.140835,0.092614
60,200,0.4,200,750,1632.34,30.17,58.064417,0.75698,0.237518,0.140901,0.083224
40,325,0.8,150,2000,3146.55,142.88,123.838541,2.686992,0.455198,0.120123,0.097218
50,350,1,50,1500,4325.84,98.1,121.284453,0.707127,0.094563,0.088798,0.035819
60,350,0.6,800,1750,4494.21,544.98,194.904001,5.591482,0.970938,0.303213,0.180489
28,325,1,800,750,1796.99,293.17,97.648618,8.777761,1.56682,0.179813,0.193273
50,200,0.4,200,1000,1438.28,36.83,62.148608,1.105747,0.380037,0.200898,0.125647
70,350,0.2,0,2000,6079.58,49.36,145.179139,-0.000158,-1.10E-05,0.046897,0.025014
60,250,0.6,1000,500,2238.84,150.52,80.837097,3.914692,0.680278,0.250774,0.130466
40,250,0.4,0,500,1717.9,11.88,50.962148,-0.000289,-2.70E-05,0.054638,0.023517
30,325,1,1200,500,1852.91,286.42,90.153049,8.480128,1.462365,0.149108,0.168223
30,225,0.1,1000,2000,526.29,0.9,84.088626,-12.574328,2.422867,0.964149,0
30,300,0.4,500,1500,1782.73,167.9,116.594571,2.425333,1.052481,0.408536,0.271474
30,375,0.2,200,2000,3108.32,107.42,136.800931,-0.303508,0.234005,0.21639,0.11645
40,200,0.4,0,500,1140.23,7.75,39.160229,-0.000358,-3.30E-05,0.070005,0.030173
70,400,0.2,800,750,7088.93,228.05,149.689994,-0.259846,0.132085,0.157665,0.059024
60,375,0.6,800,2000,5176.63,667.25,221.679794,5.565039,0.966376,0.301005,0.179223
50,225,0.8,0,1500,2038.48,29.05,69.913288,-0.000286,-2.40E-05,0.14697,0.046528
40,200,0.1,150,1250,1276.73,24.4,61.586108,-1.308166,0.216567,0.306511,0.157089
50,350,0.1,150,1000,4130.84,49.16,109.753395,-0.291824,0.044421,0.082575,0.041132
60,200,1,50,2000,2048.34,55.9,75.658859,2.653261,0.32103,0.193789,0.096364
40,375,0.6,400,750,3667.75,138.52,107.792361,1.277795,0.271778,0.102767,0.062642
60,375,0.8,400,1250,5514.63,262.33,150.474424,2.742561,0.379848,0.088505,0.068751
30,325,1,500,2000,2112.91,404.72,141.154678,14.133719,2.437294,0.047059,0.305381
28,300,1,200,1750,1955.09,149.76,100.979887,6.015847,1.072533,0.093045,0.165546
70,250,0.2,1200,2000,2109.32,325.18,153.142882,-2.859855,1.364184,0.996732,0.492224
50,250,0.4,100,1500,2342.37,47.43,85.925622,0.537293,0.182115,0.14279,0.079424
70,350,0.1,100,1500,5845.58,60.92,138.654001,-0.246636,0.031729,0.070154,0.036041
70,350,0.6,500,1750,5546.58,336.09,178.233851,3.235384,0.520141,0.158142,0.106774
50,350,1,500,2000,4000.84,478.93,174.776145,9.430661,1.26103,0.081236,0.163171
40,225,0.4,400,1750,1438.39,108.42,93.9063,3.444545,1.312712,0.458641,0.352799
28,200,0.1,800,750,610.96,52.02,53.830901,-5.00244,0.990127,1.064951,0.503005
50,300,0.4,200,2000,3257.22,111.25,126.10851,1.001848,0.336785,0.176732,0.110522
60,250,1,500,1000,2394.84,177.39,96.000136,8.473111,1.028998,0.087928,0.137797
70,200,0.2,150,500,1839.4,15.91,50.565862,-0.14705,0.066921,0.089417,0.045018
50,250,0.4,500,1500,2030.37,144.45,112.925622,2.687501,0.910664,0.372933,0.240478
60,325,0.8,0,2000,4641.83,69.21,126.306099,-0.000183,-1.40E-05,0.095966,0.029852
28,400,0.4,400,1000,2970.77,142.76,117.49671,0.757624,0.337505,0.166837,0.097308
60,225,0.6,500,1000,1936.58,113.94,87.401748,4.83007,0.83993,0.2205,0.168293
40,225,0.2,150,750,1431.89,22.06,56.575051,-0.224125,0.13844,0.154257,0.080288
40,200,0.1,0,1750,1530.23,12.99,59.45676,-0.000358,-3.30E-05,0.117321,0.076221
60,225,0.6,0,1000,2196.58,20.32,64.901748,-0.000261,-2.00E-05,0.085674,0.030944
70,200,0.8,1000,1500,1410.4,342.72,103.132468,26.903852,3.430543,0.42856,0.498029
28,350,0.1,1200,1500,1714.23,284.89,141.622303,-4.676846,0.952179,1.044844,0.463796
50,225,0.2,1000,1500,1258.48,176.43,101.891418,-2.669314,1.476986,1.049785,0.543611
50,400,1,500,1250,5184.23,391.31,158.156742,4.504601,0.603424,0.082228,0.084121
28,225,0.8,50,2000,1451.47,50.47,67.926194,2.23977,0.452008,0.279544,0.153507
60,400,0.8,400,500,6195.08,167.6,110.811412,0.963418,0.133519,0.072265,0.031788
50,350,1,50,1500,4325.84,98.1,121.284453,0.707127,0.094563,0.088798,0.035819
30,300,0.8,800,250,1678.73,94.69,54.591125,2.42948,0.474883,0.149636,0.077894
30,325,0.4,500,750,2047.91,107.02,89.167195,1.035251,0.448077,0.218001,0.122993
30,275,0.1,800,500,1373.57,68.45,69.822635,-1.654365,0.322119,0.440381,0.170365
50,300,1,500,500,2867.22,128.38,79.354094,3.215544,0.429008,0.082592,0.064144
70,275,0.8,100,750,3521.33,51.57,82.057022,0.710214,0.090814,0.066187,0.031599
30,250,0.1,200,1250,1431.42,36.59,74.091733,-1.261174,0.24436,0.320241,0.161886
30,400,1,1200,2000,2447.54,1284.71,190.817007,22.331801,3.861981,0.203521,0.441302
70,275,0.6,0,250,3404.33,20.76,54.555067,-0.000199,-1.40E-05,0.040892,0.014479
50,350,0.2,1000,500,3792.84,149.12,104.253849,-0.34036,0.201705,0.218375,0.083319
28,225,1,100,1750,1334.47,70.03,68.539972,5.365342,0.952171,0.210119,0.186992
70,225,1,1000,750,2042.67,258.93,95.826289,14.543684,1.63235,0.211301,0.202124
30,350,0.6,0,500,2494.11,24.65,68.953867,-0.000241,-2.60E-05,0.054656,0.019639
40,400,1,800,1000,3991.39,520.33,148.057959,6.446511,0.965484,0.153165,0.122463
60,275,0.8,200,2000,3267.14,145.62,121.645271,4.092231,0.565139,0.114436,0.110058
70,400,1,150,2000,7634.93,249.57,183.636981,1.827328,0.206883,0.067378,0.043644
28,350,1,0,1000,2494.23,43.95,84.901275,-0.000249,-2.80E-05,0.104395,0.028366
50,200,0.4,500,250,1243.28,25.98,39.106525,0.690972,0.237513,0.14696,0.07193
70,225,0.6,800,1000,2094.67,195.87,104.323796,7.154988,1.151914,0.351411,0.217409
70,275,1,0,1000,3638.33,42.5,86.60077,-0.000199,-1.40E-05,0.083705,0.022624
70,250,0.6,1200,750,2499.32,242.38,110.800351,6.523917,1.049584,0.311878,0.186375
30,275,1,500,1000,1477.57,180.43,87.792429,9.891925,1.701485,0.076575,0.220387
40,225,0.2,800,500,1204.39,63.96,63.000359,-0.79607,0.492307,0.456883,0.192648
28,325,1,400,1000,1978.99,176.59,95.758866,5.851752,1.044537,0.06386,0.141679
60,325,1,800,1500,3861.83,592.66,168.756707,11.992889,1.462379,0.176578,0.1807
30,400,0.4,1200,2000,2447.54,723.11,190.817007,4.392662,1.890143,0.736598,0.441302
70,325,0.1,150,1000,4921.46,48.91,112.285017,-0.287394,0.036873,0.072436,0.036165
30,225,0.8,400,750,1020.29,75.46,60.302259,6.492211,1.265701,0.142328,0.205931
50,225,0.1,200,1500,1882.48,40.74,83.413288,-1.461247,0.218038,0.292193,0.146172
50,325,0.1,150,1500,3699.19,58.32,118.115196,-0.509973,0.077441,0.12708,0.062821
50,400,1,50,250,5190.73,52.5,76.605524,0.089932,0.012055,0.041345,0.011937
60,300,0.1,200,750,3565.47,38.44,89.594571,-0.36632,0.050605,0.087592,0.042641
30,400,0.2,0,1750,3617.54,40.34,122.689994,-0.000212,-2.30E-05,0.05975,0.032621
40,275,1,150,1750,2310.26,118.02,98.41327,4.497369,0.669948,0.110438,0.117347
40,375,0.6,400,500,3641.75,105.7,91.371965,0.851799,0.181179,0.086538,0.045761
60,325,0.6,0,1500,4485.83,50.73,114.756707,-0.000183,-1.40E-05,0.070344,0.025303
60,275,0.8,800,1000,2747.14,293.91,118.263306,8.184678,1.130295,0.234995,0.170365
30,375,0.4,400,2000,2900.32,231.05,154.800931,1.664087,0.717199,0.289182,0.192855
40,275,0.2,800,750,1822.76,116.44,92.292429,-0.767952,0.492279,0.451876,0.189418
30,200,0.2,800,1250,608.17,73.22,63.319344,-2.989876,2.082535,1.109,0.778608
70,250,0.8,200,250,2785.32,32.5,50.993541,0.573247,0.073241,0.056835,0.024569
70,400,0.8,1000,2000,6750.93,1079.42,260.136981,8.92077,1.144535,0.240751,0.166261
50,225,0.2,50,1250,1927.98,21.64,68.603423,-0.111495,0.061518,0.116039,0.061418
40,300,0.2,800,1500,2116.98,223.29,137.464619,-1.271401,0.825942,0.67527,0.310058
60,300,0.2,50,750,3623.97,27,84.532071,-0.032632,0.017192,0.049438,0.025437
50,275,0.4,800,2000,2167.95,339.16,145.913021,4.75647,1.604395,0.654789,0.391675
60,200,0.6,150,1000,1710.34,38.83,63.228824,1.831332,0.318864,0.135242,0.089249
40,275,0.8,200,500,2004.76,44.6,61.538191,1.252787,0.211909,0.071169,0.048474
70,225,0.1,0,1500,2666.67,16.43,78.211223,-0.000242,-1.70E-05,0.059379,0.036462
50,200,0.8,1200,1750,684.28,343.13,89.098902,44.566419,6.723875,-0.147375,0.952581
28,250,0.1,1000,1750,729.33,80.7,90.964379,-9.135995,1.832934,1.249427,0.905964
40,400,0.2,1000,750,3939.39,236.52,135.561412,-0.429634,0.28894,0.290978,0.113099
60,375,1,400,1500,5540.63,344.98,162.993118,4.49542,0.549257,0.06858,0.079857
40,275,0.8,500,500,1926.76,93.03,68.288191,3.132363,0.529809,0.114243,0.089695
70,225,0.8,0,1250,2588.67,28.72,73.599578,-0.000242,-1.70E-05,0.103786,0.032586
30,300,0.8,150,1750,2114.23,110.02,99.025184,3.18878,0.623293,0.146021,0.128949
30,250,0.8,50,1750,1671.92,52.08,74.237851,1.532638,0.299094,0.202664,0.105102
40,325,0.2,100,500,2808.55,25.26,71.758925,-0.044804,0.02926,0.055484,0.028288
28,350,0.1,100,1750,2637.23,52.1,110.187076,-0.454919,0.092547,0.159552,0.082615
60,225,0.1,800,1500,1728.58,134.47,112.667711,-5.334938,0.726852,0.853835,0.370966
28,200,0.1,800,500,636.96,41.49,48.799111,-3.335102,0.660069,0.797826,0.338881
40,350,0.4,800,1250,2987.48,313.85,148.003395,2.065304,0.772284,0.385684,0.194085
28,225,0.2,800,1000,775.47,92.54,68.249156,-1.90259,1.406634,0.985753,0.524997
40,250,0.8,1200,1000,1249.9,346.7,96.011597,18.206683,3.076735,0.394508,0.432319
50,375,0.8,1200,250,4409.19,153.95,83.927039,1.802525,0.273485,0.060005,0.037515
60,225,0.8,0,750,2118.58,20.04,58.967151,-0.000261,-2.00E-05,0.084493,0.026306
28,350,0.2,400,1500,2338.23,127.68,124.187699,-0.545741,0.432232,0.346197,0.180489
28,250,1,400,2000,1301.33,226.5,94.091416,19.845589,3.528017,-0.07505,0.459138
50,200,0.8,800,1500,1074.28,255.26,85.891017,25.466388,3.842203,0.343344,0.564681
60,250,1,800,1000,2238.84,299.33,109.500136,13.557119,1.646408,0.188204,0.205485
60,325,0.1,500,500,4043.83,67.64,90.817856,-0.517246,0.071706,0.121603,0.048622
30,325,0.2,1200,1750,1462.91,333.05,136.790388,-2.162239,1.639702,1.088001,0.585892
28,300,0.4,150,250,1649.59,18.13,46.242101,0.125248,0.056352,0.058748,0.029799
28,225,0.2,100,2000,1399.47,36.54,72.426194,-0.475934,0.351626,0.367552,0.213573
30,325,0.2,800,1500,1852.91,233.2,131.987919,-1.235676,0.93696,0.740641,0.347863
30,200,0.4,1000,1500,426.17,0.9,66.345046,10.709037,4.75075,-0.803828,0
28,325,0.8,400,1500,2030.99,215.83,116.011681,6.423407,1.300597,0.135427,0.206922
40,200,0.4,1000,1000,776.23,140.81,69.379636,6.182744,2.375364,0.864167,0.574677
70,350,0.1,150,2000,5923.58,88.1,158.679139,-0.493115,0.063469,0.108248,0.053447
30,375,0.1,500,750,2731.32,89.7,102.545296,-0.81679,0.16098,0.22355,0.094233
30,200,0.8,800,2000,530.17,0.85,71.509453,43.836105,8.538243,-3.324491,0
50,350,0.8,0,750,4130.84,45.91,93.584795,-0.000187,-1.60E-05,0.061068,0.018711
40,275,0.4,500,1250,1965.76,136.06,105.537735,2.077142,0.783381,0.332055,0.206764
28,300,0.8,1000,750,1435.09,284.16,96.656513,9.431106,1.908101,0.332738,0.2735
30,275,1,800,250,1399.57,96.5,50.131653,3.956587,0.680574,0.142431,0.091175
30,250,0.2,1200,500,1015.42,95.5,70.15467,-1.092376,0.795747,0.668524,0.288328
60,400,0.2,1000,750,5987.08,257.15,150.294973,-0.350795,0.192627,0.20926,0.079876
30,275,0.2,150,750,1601.07,27.45,64.384609,-0.166514,0.123043,0.1388,0.071607
70,325,0.1,400,1000,4791.46,91.98,123.535017,-0.766101,0.098347,0.14746,0.064014
50,275,0.6,100,1250,2700.95,56.68,89.015341,0.886049,0.168619,0.104056,0.058488
70,225,0.8,100,1500,2588.67,61.83,84.961223,2.124954,0.271213,0.117586,0.072096
50,400,0.4,400,1500,5275.23,223.22,165.179345,0.850512,0.283511,0.148205,0.083399
70,400,0.2,500,1750,7257.93,266.02,202.105168,-0.378879,0.192629,0.187689,0.084121
50,400,1,400,250,5145.23,110.04,80.543024,0.720598,0.096536,0.055305,0.020767
50,300,0.8,0,750,3075.22,32.68,77.959726,-0.000217,-1.80E-05,0.06927,0.021463
50,275,1,50,1750,2876.45,75.04,97.225352,1.340699,0.17864,0.127885,0.057916
70,250,0.8,200,1500,3045.32,103.75,102.072893,3.440576,0.439522,0.101226,0.088967
70,300,0.2,100,1500,4367.71,53.95,116.631096,-0.120296,0.058984,0.087658,0.04514
60,250,1,1200,250,2264.84,115.72,59.802185,5.083772,0.617392,0.081224,0.071805
40,300,0.4,1000,1000,2064.98,261.57,124.655032,2.800613,1.052488,0.508409,0.255356
60,350,0.1,1000,2000,4260.21,398.32,227.907733,-3.549863,0.493724,0.6324,0.249583
40,250,0.2,200,1250,1821.9,44.95,80.416277,-0.394345,0.248655,0.232641,0.124081
28,300,0.2,800,1000,1487.09,150.81,103.12368,-1.013174,0.786601,0.650502,0.295925
50,250,0.8,1200,1750,1406.37,559.64,123.104426,28.498163,4.307445,0.379119,0.600747
60,250,0.1,150,1500,2693.84,41.77,94.261653,-0.802629,0.10996,0.171202,0.084773
70,350,1,200,1250,5715.58,167.56,135.376418,1.992472,0.225175,0.059946,0.043834
28,325,0.1,500,1500,1952.99,120.77,122.761681,-2.270976,0.461028,0.537626,0.24854
50,225,0.2,400,250,1596.48,20.56,42.974765,-0.178221,0.098443,0.114507,0.050762
70,225,0.8,800,2000,1990.67,411.4,130.851971,22.668509,2.893105,0.357595,0.421249
60,325,0.6,1000,250,3965.83,114.33,74.403049,1.158098,0.20112,0.096217,0.041988
50,300,1,150,1000,3075.22,88.37,92.555782,1.92924,0.257398,0.073597,0.052063
40,375,0.8,50,1750,4090.25,99.21,129.0024,0.587653,0.099695,0.095181,0.042243
60,275,0.4,200,2000,3267.14,102.4,121.645271,1.085349,0.334237,0.176882,0.110058
40,325,0.4,100,2000,3198.55,81.81,119.338541,0.478057,0.179221,0.138643,0.077846
60,400,0.8,100,1000,6403.08,113.89,132.774341,0.481634,0.066753,0.058415,0.026125
50,350,0.8,1000,2000,3480.84,870.36,209.123652,13.805911,2.093274,0.343995,0.29847
50,375,0.4,1000,1000,4279.19,364.41,156.795956,1.611289,0.537903,0.298506,0.135213
60,375,0.8,500,1250,5449.63,323.97,156.099424,3.428241,0.474813,0.107081,0.080546
40,250,0.4,50,250,1633.4,11.07,41.011184,0.049794,0.018946,0.047615,0.021821
40,375,0.2,1200,500,3433.75,164.31,109.371965,-0.394172,0.263265,0.247725,0.094233
60,250,0.2,500,2000,2446.84,145.1,137.604369,-1.287219,0.663135,0.51398,0.264233
50,275,0.2,800,1500,2219.95,207.63,136.994547,-1.373518,0.787667,0.653373,0.298378
28,300,0.1,400,1750,1773.09,97.82,116.729887,-2.501381,0.506168,0.567153,0.279589
50,200,0.1,50,500,1373.28,8.35,43.309078,-0.156285,0.023077,0.069529,0.037163
28,250,0.6,500,1750,1184.33,178.03,90.964379,10.028672,2.551072,0.379611,0.48691
28,250,0.8,1000,1500,781.33,362.92,87.523385,27.201518,5.494179,0.241726,0.775092
50,400,0.1,0,1750,5665.23,44.67,145.465072,-0.000164,-1.40E-05,0.039697,0.024144
50,300,0.6,500,1000,2893.22,162.22,108.305782,2.978678,0.566669,0.168264,0.116026
40,300,1,200,1750,2636.98,157.12,111.739979,5.033219,0.750773,0.084628,0.119706
50,350,0.8,800,1000,3792.84,393,139.003395,5.522252,0.8373,0.19726,0.128151
60,225,0.1,100,1000,2144.58,21.78,69.401748,-0.444818,0.060553,0.115741,0.05856
70,400,0.1,400,250,7192.93,49.93,89.56849,-0.124978,0.016137,0.03791,0.014853
30,275,1,50,500,1568.57,26.71,52.947635,0.494307,0.085043,0.08513,0.033688
60,275,0.2,200,1500,3163.14,64.33,107.667978,-0.313623,0.164085,0.164669,0.085404
40,250,0.1,1200,1750,1015.9,156.09,109.178863,-9.17241,1.53967,1.321921,0.749067
70,350,0.1,1000,750,5299.58,191.2,138.442275,-1.232549,0.15869,0.243013,0.088416
28,325,0.6,1000,2000,1458.99,568.8,136.148462,13.564133,3.447984,0.621808,0.605822
30,275,0.6,400,1500,1581.57,147.77,101.741174,5.491808,1.349081,0.26123,0.269973
40,250,1,500,1250,1626.9,201.69,97.291277,12.971822,1.929378,0.072691,0.248358
28,225,0.2,0,1750,1425.47,16.17,60.664972,-0.000382,-4.30E-05,0.146098,0.084247
30,350,0.4,100,1000,2598.11,50.28,91.376428,0.238264,0.102948,0.093323,0.049566
70,400,1,50,1500,7595.93,144.09,157.954705,0.456728,0.051713,0.068696,0.024854
40,250,0.4,100,2000,2081.9,57.41,89.897368,0.801046,0.303535,0.211173,0.124992
50,325,0.4,400,1000,3452.19,121.14,112.338125,0.855375,0.286771,0.151142,0.084707
50,375,1,800,1500,4331.19,693.91,181.974424,9.849146,1.318232,0.168846,0.16378
30,325,1,1200,750,1774.91,417.31,112.792195,12.720321,2.193562,0.189491,0.252556
30,275,0.2,1200,1750,879.57,198.36,107.709473,-3.102881,2.297386,1.147511,0.822333
50,300,0.2,400,1250,2971.22,101.17,114.931476,-0.47395,0.275303,0.242332,0.118785
28,250,0.1,50,1250,1450.83,19.09,64.225514,-0.326619,0.065425,0.151101,0.083412
30,375,0.2,0,1250,3082.32,29.51,101.573367,-0.000225,-2.50E-05,0.05312,0.028661
28,200,1,0,1250,1078.96,21.29,47.190862,-0.000428,-4.70E-05,0.27467,0.077469
40,400,0.4,50,250,4166.89,33.13,71.15459,0.019631,0.007366,0.0355,0.014853
30,275,0.1,150,750,1601.07,23.92,64.384609,-0.465509,0.090572,0.145325,0.071607
70,375,0.8,150,1750,6691.57,179.36,162.524601,1.332967,0.170927,0.071941,0.043729
70,225,0.8,500,1750,2289.67,220.49,121.710035,12.396731,1.582159,0.179326,0.246485
28,325,0.8,500,750,1913.99,151.04,87.523618,4.014529,0.812862,0.13262,0.13044
70,300,0.1,100,750,4172.71,30.7,90.587684,-0.169665,0.021681,0.054922,0.02843
60,325,1,400,1000,4121.83,205.4,118.249217,3.997508,0.48745,0.069745,0.072646
30,375,1,100,1750,3147.32,137.13,121.504003,1.854107,0.320382,0.105718,0.069377
30,350,0.8,400,1500,2494.11,240.03,126.448684,5.346839,1.046618,0.12529,0.168923
30,250,1,100,250,1236.42,18.26,37.875068,0.598822,0.102866,0.066382,0.030624
50,275,0.1,1200,1500,1907.95,234.29,136.994547,-5.765768,0.869791,0.985691,0.427519
70,250,0.6,400,500,2785.32,64.92,70.413014,1.449589,0.233229,0.098366,0.056485
40,350,0.8,100,1500,3507.48,102.67,116.20744,1.157467,0.196226,0.094425,0.054295
40,275,0.1,1200,750,1666.76,135.39,103.995698,-3.223294,0.543607,0.678942,0.265953
60,250,0.2,200,250,2394.84,17.2,48.552185,-0.064585,0.03314,0.056193,0.026751
50,200,0.4,1000,500,1126.28,89.76,64.684078,2.764847,0.950132,0.485494,0.238498
30,325,0.2,0,1250,2398.91,22.82,85.711875,-0.000259,-2.80E-05,0.063297,0.034412
50,400,0.4,50,1500,5548.23,77.81,141.554345,0.106171,0.035427,0.062875,0.030161
30,300,0.1,0,1250,2094.73,17.46,77.959726,-0.00028,-3.10E-05,0.061691,0.03836
28,400,1,0,1500,3334.77,71.14,113.895301,-0.000219,-2.50E-05,0.112884,0.030765
50,375,0.8,1200,1250,4097.19,708.48,187.928543,9.013324,1.367483,0.233829,0.188949
30,250,0.8,100,250,1236.42,16.02,37.875068,0.437658,0.085429,0.06491,0.030624
30,250,1,150,500,1288.42,35.34,49.677185,1.797135,0.308669,0.079925,0.06048
