fc_prime,arm,eccentricity,fpe,area,Axial,Moment,Shear,Pass1,Pass2,Pass3,ComRatio
40,200,0.4,1200,2000,360.23,0.9,82.203828,14.839085,5.700919,-0.969484,0
50,200,0.6,150,1750,1639.78,60.16,75.860353,3.510958,0.669634,0.227703,0.174472
70,225,1,50,250,2270.17,19.28,43.603795,0.242157,0.027189,0.057605,0.018877
50,400,0.6,50,1250,5476.73,84.06,132.844242,0.20907,0.03979,0.062364,0.027056
28,275,0.1,400,250,1356.53,20.47,44.696517,-0.428344,0.086255,0.134507,0.057916
30,275,0.1,50,250,1497.07,8.2,41.694153,-0.051994,0.010034,0.041634,0.022624
40,200,0.8,1200,500,828.23,144.41,59.201068,14.235963,2.40136,0.366122,0.342691
60,375,0.4,100,250,5449.63,35.66,75.964897,0.036617,0.011194,0.030115,0.012593
30,225,0.8,500,500,968.29,67.15,52.135539,5.410115,1.054744,0.154584,0.168293
28,225,0.2,1200,250,801.47,46.43,45.213097,-0.71371,0.527461,0.475614,0.192648
70,300,1,150,1750,4387.21,146.69,127.487253,2.853521,0.321757,0.079943,0.062365
60,325,0.4,200,1500,4329.83,102.58,128.256707,0.585589,0.179228,0.110722,0.064014
50,350,0.6,0,500,4052.84,34.72,81.753849,-0.000187,-1.60E-05,0.046186,0.016359
70,325,0.1,400,250,4713.46,40.13,70.982895,-0.191653,0.024578,0.057234,0.022675
40,375,0.2,800,1000,3485.75,226.08,139.782173,-0.525496,0.351026,0.339743,0.137101
30,200,1,0,1750,1284.17,28.44,54.020052,-0.000413,-4.40E-05,0.342443,0.097857
50,300,0.2,200,2000,3257.22,87.69,126.10851,-0.379203,0.220239,0.208182,0.110522
50,225,0.1,500,500,1596.48,35.66,59.725167,-1.217754,0.181694,0.252148,0.10646
28,225,0.6,50,500,1022.47,14.17,41.080998,0.353162,0.089952,0.100192,0.047045
70,350,0.1,50,1750,5956.08,54.12,142.796351,-0.143937,0.018504,0.058579,0.031758
70,225,0.2,800,500,2146.67,72.87,72.228633,-0.601773,0.281318,0.293271,0.114532
28,300,0.4,1200,1750,1045.09,374.03,117.627545,7.0298,3.157501,0.861925,0.737307
50,300,0.4,400,1750,3023.22,168.58,134.90207,1.753396,0.589388,0.253943,0.161752
28,225,0.4,0,500,1035.47,8.28,39.955998,-0.000382,-4.30E-05,0.074826,0.032586
28,400,1,1000,500,2762.77,331.93,101.470591,4.815576,0.86203,0.147428,0.108437
50,225,0.8,500,1750,1661.48,208.67,105.577708,14.668009,2.215023,0.191263,0.341553
50,275,1,1000,500,2271.95,223.65,83.942528,7.66225,1.020891,0.165103,0.129272
60,225,1,100,250,1949.58,20.48,42.010539,0.52338,0.063461,0.058181,0.023447
30,400,0.6,800,1250,2941.54,437.18,154.673019,4.321699,1.061412,0.3186,0.195464
30,300,1,150,1000,1938.73,79.08,79.121399,2.490638,0.428996,0.089848,0.07922
40,300,0.4,200,1750,2636.98,95.82,111.739979,0.980057,0.368356,0.189266,0.119706
40,400,0.8,150,2000,4563.39,189.67,154.684181,1.770004,0.300426,0.094034,0.067465
60,350,0.8,150,1500,5027.21,138.07,135.422491,1.417688,0.196233,0.07676,0.04849
70,250,0.2,50,1250,3090.82,28.08,86.162783,-0.074688,0.035511,0.077491,0.040234
50,300,0.1,0,500,2997.22,14.35,68.104094,-0.000217,-1.80E-05,0.030424,0.018161
30,375,0.1,1200,500,2536.32,137.64,101.839897,-1.30673,0.257583,0.347089,0.125803
40,300,0.2,1000,1750,1908.98,300.64,142.272348,-1.854016,1.20451,0.918558,0.437991
70,300,0.2,800,500,3925.71,110.28,94.187297,-0.320485,0.157314,0.182897,0.068374
40,375,0.6,1200,1000,3277.75,479.03,157.782173,5.111766,1.087169,0.309742,0.188949
28,250,0.4,200,1500,1405.33,62.54,78.761065,1.436322,0.650451,0.297661,0.203563
40,200,0.4,50,250,1055.73,7.1,31.643994,0.076931,0.029659,0.059044,0.027644
28,400,0.2,800,1500,2710.77,313.1,167.895301,-0.821486,0.66045,0.561431,0.247276
28,325,0.1,1000,1250,1614.99,202.85,121.941629,-3.784781,0.7684,0.900683,0.383659
40,250,1,1200,1750,1015.9,613.3,109.178863,43.586004,6.482774,-0.051788,0.749067
40,250,0.6,500,1000,1613.9,122.08,86.708283,4.794499,1.020417,0.245407,0.201644
40,250,0.8,500,1250,1626.9,174.3,97.291277,9.482509,1.602453,0.176642,0.248358
28,375,0.4,400,1750,2694.83,204.63,142.545625,1.507152,0.672371,0.275856,0.181164
30,250,0.6,150,1500,1522.42,64.93,76.904306,2.491112,0.61223,0.208522,0.158154
40,225,1,150,1500,1607.39,80.27,75.026748,5.771621,0.856963,0.127331,0.148002
60,375,0.4,800,1500,5228.63,433.26,189.993118,1.76511,0.537906,0.294877,0.137101
60,250,0.6,100,750,2537.84,35.66,70.154306,0.587003,0.102026,0.077724,0.040234
40,350,0.8,0,1000,3429.48,45.6,95.619882,-0.000209,-2.00E-05,0.07582,0.023428
40,325,1,1000,750,2522.55,380.32,113.317856,9.18006,1.370973,0.186152,0.168223
40,200,1,100,750,1179.23,30.9,48.202272,2.437086,0.361151,0.118465,0.079361
28,325,1,150,1000,2108.99,87.11,84.508866,2.19424,0.391682,0.08602,0.072646
70,300,0.1,0,500,4133.71,18.16,76.187297,-0.000183,-1.30E-05,0.027499,0.016268
28,400,0.2,500,1250,2931.77,165.39,135.304582,-0.427962,0.343972,0.296096,0.14136
30,200,1,0,2000,1362.17,31.82,56.478824,-0.000413,-4.40E-05,0.383137,0.110487
70,225,0.2,1000,1750,1834.67,224.65,127.104416,-2.631939,1.230825,0.942803,0.454481
40,250,0.1,100,1000,1821.9,22.88,68.708283,-0.437056,0.073292,0.133986,0.068142
30,200,0.1,500,1500,816.17,49.69,66.345046,-6.040921,1.155159,1.057805,0.615149
60,350,1,400,500,4728.21,146.9,95.876428,1.721659,0.210161,0.070195,0.038074
30,250,0.6,50,1250,1528.92,33.75,65.654233,0.691734,0.170038,0.154269,0.078123
30,400,0.6,400,500,3123.54,106.4,89.807771,0.864171,0.212264,0.091814,0.051574
40,275,0.1,400,750,1978.76,49.62,78.792429,-1.074607,0.181186,0.241799,0.108242
40,225,0.2,500,1500,1334.39,89.63,90.484252,-1.492352,0.923101,0.665073,0.36739
28,250,1,1000,750,937.33,261.25,74.060062,18.605218,3.307513,0.250857,0.393605
70,225,0.4,800,2000,1990.67,273.49,130.851971,5.951926,1.714584,0.69179,0.421249
70,325,0.1,100,1750,5142.46,59.6,135.052203,-0.335265,0.04302,0.087524,0.044974
30,375,1,1200,750,2458.32,490.9,126.170296,9.536342,1.647783,0.157918,0.188949
50,350,0.8,500,1750,3987.84,371.41,163.501418,6.039981,0.915798,0.138039,0.145091
60,350,0.2,50,250,4747.71,23.64,69.516367,-0.007934,0.004189,0.026626,0.013026
40,325,0.8,200,250,2730.55,41.39,57.41927,0.447645,0.075849,0.056586,0.024764
40,350,0.1,150,2000,3585.48,76.48,133.973502,-0.652329,0.111071,0.170117,0.084744
30,375,0.4,200,500,2796.32,47.89,79.339897,0.207814,0.089628,0.070369,0.037972
30,375,1,500,250,2705.32,100.44,65.025466,1.324298,0.228837,0.079999,0.039365
30,300,1,1200,500,1548.73,261.96,84.441218,9.963394,1.716075,0.167324,0.198167
28,275,0.1,1200,1500,862.53,144.3,100.134207,-7.70483,1.553199,1.317121,0.756813
70,250,0.6,0,750,2967.32,23.09,70.300351,-0.000218,-1.50E-05,0.060673,0.021821
28,325,0.2,0,750,2108.99,16.53,70.648618,-0.000268,-3.00E-05,0.049131,0.026215
50,275,0.8,150,2000,2843.95,119.05,111.033934,3.362052,0.50862,0.130111,0.108242
70,300,0.4,150,1500,4328.71,81.18,120.006096,0.476198,0.13531,0.099171,0.054867
50,250,0.1,50,1750,2452.87,28.35,87.287783,-0.342084,0.051302,0.12443,0.06754
50,200,0.8,50,1250,1587.78,32.16,60.065102,1.326071,0.20009,0.15418,0.074983
70,200,0.4,150,2000,2190.4,58.44,88.410824,1.401925,0.407192,0.231727,0.145323
50,250,0.4,100,500,2082.37,21.48,57.14731,0.178925,0.060691,0.068461,0.034369
70,375,0.1,800,500,6230.07,134.63,117.264077,-0.570353,0.073592,0.132233,0.047853
28,325,1,100,500,2004.99,43.36,63.967253,0.731234,0.130541,0.071242,0.035502
30,275,0.8,200,1500,1737.57,102.92,88.241174,4.340392,0.847701,0.142734,0.159046
30,225,0.2,150,2000,1410.29,45.42,78.401748,-0.68951,0.492297,0.435391,0.254329
40,275,0.1,100,1250,2225.76,31.07,83.037735,-0.447907,0.07548,0.136584,0.069752
40,275,0.6,150,250,1959.26,21.54,46.958742,0.297006,0.063215,0.054666,0.026898
30,225,0.6,100,1500,1332.29,45.6,65.717151,2.048968,0.50393,0.228586,0.152588
70,275,0.2,50,1000,3612.33,28.78,88.85077,-0.048559,0.023429,0.059095,0.030383
50,350,0.1,50,500,4039.84,24.69,82.878849,-0.048793,0.00739,0.035711,0.019796
28,275,1,400,1750,1512.53,229.95,103.985459,14.334879,2.552242,0.003331,0.333968
30,375,0.8,1000,1250,2432.32,590.69,156.394273,9.696759,1.899278,0.325287,0.270823
70,300,0.4,0,500,4133.71,25.47,76.187297,-0.000183,-1.30E-05,0.038564,0.016268
40,200,0.4,100,1250,1309.23,29.07,58.773608,0.77253,0.296891,0.211603,0.123873
28,375,1,100,500,2642.83,55.83,75.388397,0.548172,0.098057,0.064477,0.029444
50,275,0.4,0,2000,2999.95,34.94,97.533934,-0.000236,-2.00E-05,0.096344,0.042362
60,200,0.2,50,2000,2048.34,27.47,75.658859,-0.211679,0.104107,0.176753,0.096364
40,225,0.2,50,2000,1828.39,29.66,75.933617,-0.199258,0.123054,0.200676,0.110959
28,300,0.4,400,1500,1747.09,133.25,107.961084,2.008308,0.90212,0.346129,0.243365
60,275,0.8,500,500,2877.14,103.18,76.542429,2.557564,0.353206,0.099482,0.063728
60,250,0.8,400,750,2420.84,98.16,80.279306,3.716246,0.512776,0.100963,0.090407
60,375,0.1,150,1250,5677.13,67.94,136.411924,-0.288858,0.040239,0.076667,0.038433
60,300,0.1,200,1250,3669.47,55.24,109.4731,-0.610402,0.084352,0.130391,0.062956
60,275,0.1,200,1500,3163.14,55.94,107.667978,-0.877413,0.120791,0.17572,0.085404
70,250,0.8,1000,1500,2421.32,464.89,144.228692,17.203755,2.197672,0.364585,0.316588
40,225,0.2,800,2000,1048.39,141.77,97.01612,-3.183322,1.969317,1.106172,0.733859
50,375,1,0,2000,5111.19,95.19,140.854079,-0.000174,-1.50E-05,0.102787,0.02789
60,275,0.2,150,250,2909.64,18.8,53.510135,-0.039391,0.020496,0.045312,0.021785
40,250,0.2,800,1000,1457.9,126.06,96.011597,-1.26127,0.795756,0.662664,0.300503
50,400,0.4,1000,750,4963.23,313.31,143.423019,1.063181,0.354392,0.215715,0.093616
60,200,0.1,1200,1000,1164.34,111.99,86.540082,-6.834343,0.92414,1.041797,0.45801
30,300,0.6,400,750,1782.73,93.58,79.25378,2.307162,0.566657,0.155021,0.118785
70,250,0.4,400,1500,2889.32,123.96,115.572893,1.817039,0.520376,0.235175,0.145167
28,375,0.4,0,1000,2824.83,31.52,92.148606,-0.000233,-2.60E-05,0.06079,0.026199
30,350,0.4,0,500,2494.11,20.65,68.953867,-0.000241,-2.60E-05,0.04579,0.019639
28,350,0.2,50,1750,2682.73,45.98,106.249576,-0.0798,0.06301,0.11548,0.061531
50,200,0.8,200,250,1282.28,17.69,35.731525,1.060793,0.160066,0.065282,0.040151
30,250,1,1000,1250,911.42,397.29,86.694218,29.957486,5.145044,0.156485,0.605702
70,300,0.4,1000,2000,3561.71,509.66,201.933942,4.234313,1.202857,0.560624,0.29183
70,250,0.4,100,1000,2993.32,38.09,81.875549,0.302658,0.086716,0.084997,0.044121
60,250,0.1,150,500,2459.84,19.1,61.712097,-0.267701,0.036641,0.072942,0.036116
28,325,0.1,0,1750,2420.99,24.33,93.704964,-0.000268,-3.00E-05,0.072305,0.045741
50,200,0.4,50,250,1301.78,7.89,34.044025,0.068809,0.023727,0.052942,0.024523
60,350,0.2,50,1750,5176.71,58.11,135.841501,-0.054514,0.029405,0.067334,0.035158
60,200,1,150,250,1534.84,18.84,37.266929,0.99479,0.120373,0.059904,0.031178
50,250,1,50,1750,2452.87,65.52,87.287783,1.624107,0.216072,0.145285,0.06754
70,325,0.6,400,1750,4869.46,243.83,158.677203,3.00244,0.48271,0.140239,0.102704
50,325,0.4,500,1750,3439.19,233.88,153.059151,1.87137,0.627331,0.278844,0.166312
40,200,0.8,200,1500,1296.23,71.82,69.978824,7.117803,1.200663,0.179596,0.225084
60,250,0.4,500,500,2368.84,63.33,69.587097,0.817623,0.25295,0.150128,0.074927
70,375,0.2,50,1250,6639.57,58.58,137.53458,-0.03117,0.015661,0.04673,0.024215
70,300,1,400,750,4055.71,153.74,100.712684,3.261194,0.367724,0.070313,0.057714
28,225,0.8,50,250,950.97,10.48,32.275597,0.279637,0.056464,0.072649,0.029547
50,325,0.2,800,1000,3244.19,193.73,130.338125,-0.638167,0.374778,0.359921,0.147329
50,200,1,150,1000,1464.28,50.46,59.898608,4.359913,0.577868,0.107606,0.105044
28,225,1,150,1500,1230.47,76.62,67.751522,6.898405,1.224232,0.14893,0.207838
40,300,0.2,200,1000,2480.98,48.48,88.655032,-0.212102,0.137638,0.1424,0.073365
28,400,0.8,0,1750,3412.77,68.51,119.900613,-0.000219,-2.50E-05,0.108711,0.033893
70,325,0.6,150,250,4745.96,41.49,68.170395,0.160685,0.025848,0.041304,0.015882
50,225,0.6,1200,1500,1102.48,344.02,101.891418,19.048622,3.628558,0.617819,0.641376
60,350,0.4,1200,1000,4364.21,375.98,163.45744,2.023611,0.61783,0.307836,0.144145
60,200,0.8,50,1500,1905.34,38.59,68.027114,1.452696,0.200094,0.154165,0.074983
30,225,1,1000,500,838.29,163.09,60.072417,14.810444,2.539197,0.248351,0.306257
28,300,0.6,100,1750,2046.09,74.49,93.104887,1.39296,0.354147,0.172213,0.108692
40,400,0.2,150,250,4153.89,34.16,72.27959,-0.021656,0.01443,0.039364,0.018119
60,300,0.8,500,500,3435.47,118.61,83.621399,2.147426,0.296806,0.093957,0.055433
30,325,1,400,1250,2138.91,215.48,108.211875,7.06673,1.218633,0.05992,0.164404
60,300,0.8,0,2000,4033.47,60.01,114.882435,-0.000198,-1.50E-05,0.105991,0.033071
40,225,0.2,1200,500,1100.39,87.57,70.582862,-1.193946,0.738475,0.632388,0.270134
60,200,0.6,0,1250,1866.34,19.25,60.839969,-0.000292,-2.20E-05,0.115899,0.042543
60,350,0.8,500,1000,4728.21,247.25,131.95744,3.150625,0.436089,0.104544,0.075177
70,325,0.4,1200,1250,4297.46,427.89,181.184151,2.71143,0.768169,0.373466,0.179737
30,325,0.1,0,1750,2554.91,24.87,95.884927,-0.000259,-2.80E-05,0.068982,0.043465
28,200,1,0,750,922.96,14.29,39.802314,-0.000428,-4.70E-05,0.184371,0.051308
30,350,0.1,1000,1250,2078.11,234.11,141.193299,-3.137757,0.617145,0.757613,0.310503
30,275,0.1,150,1750,1835.07,46.33,90.494522,-1.085782,0.211379,0.295485,0.151547
30,250,0.2,0,2000,1795.42,21.12,73.500136,-0.000334,-3.60E-05,0.129493,0.07367
40,275,1,100,1000,2160.76,60.58,76.363617,1.71312,0.255203,0.095913,0.058488
50,225,0.2,1200,1750,1024.48,187.09,105.577708,-3.736926,2.06779,1.166619,0.747751
30,250,0.2,1200,1750,625.42,103.19,94.152837,-3.822481,2.785205,0.923351,0.996148
40,375,0.2,400,1750,3771.75,171.37,156.5649,-0.459834,0.307145,0.261579,0.131442
28,375,0.2,0,1500,2980.83,31.91,105.483822,-0.000233,-2.60E-05,0.061542,0.033547
40,375,0.2,200,1500,3901.75,91.08,132.300931,-0.197183,0.131623,0.135914,0.070638
28,275,0.2,100,1250,1655.53,32.9,74.360077,-0.191474,0.146484,0.177051,0.095015
28,300,0.4,0,2000,2215.09,33.92,89.109203,-0.00029,-3.30E-05,0.128389,0.057714
28,200,0.2,200,1250,948.96,30.8,58.440862,-0.774024,0.557786,0.458262,0.267644
50,275,0.1,50,1750,2876.45,32.61,97.225352,-0.280505,0.042263,0.106435,0.057916
30,350,0.1,1200,1000,2026.11,222.7,134.484932,-3.012257,0.592458,0.722775,0.290312
60,300,0.8,800,2000,3201.47,588.85,184.305989,13.744593,1.899638,0.300592,0.277557
28,200,1,400,1000,792.96,94.8,57.836702,15.537185,2.75183,-0.000541,0.36493
28,225,0.2,100,1500,1269.47,29.04,64.376522,-0.357046,0.263709,0.290441,0.16273
40,200,0.2,800,1000,880.23,87.22,69.379636,-2.071517,1.249514,0.924056,0.471899
60,375,0.4,1000,1500,5072.63,526.67,203.493118,2.206427,0.672385,0.355183,0.166665
28,200,1,400,500,740.96,52.47,43.770524,7.768379,1.375891,0.065148,0.189282
70,250,0.8,150,500,2850.32,39.81,64.788014,0.85998,0.109869,0.06176,0.032674
50,300,0.1,500,500,2867.22,55.34,79.354094,-0.668662,0.101222,0.156681,0.064144
40,350,0.1,1200,1500,2649.48,323.94,172.935445,-3.91293,0.666525,0.796308,0.326165
28,250,0.6,1200,2000,469.33,0.9,94.091416,27.507816,6.997294,-2.160126,0
40,300,0.1,200,750,2428.98,34.05,79.121399,-0.448649,0.075907,0.119758,0.058288
28,250,0.1,100,250,1158.33,7.94,37.039548,-0.130855,0.026147,0.062453,0.031844
28,200,0.8,50,2000,1260.96,43.54,59.694767,2.835515,0.571713,0.33838,0.193009
40,250,0.2,200,1500,1873.9,52.05,87.000136,-0.473157,0.298392,0.270476,0.147015
28,275,0.1,100,1250,1655.53,28.57,74.360077,-0.535351,0.107828,0.182812,0.095015
30,300,0.4,500,1750,1795.73,189.51,121.924461,2.829602,1.227899,0.45411,0.316011
40,225,0.1,100,2000,1776.39,33.86,80.433617,-1.089256,0.181688,0.285868,0.152588
50,275,0.1,100,1750,2830.95,42.32,101.162852,-0.560774,0.084545,0.149721,0.07668
50,400,1,200,2000,5535.23,267.73,170.086048,2.882886,0.386186,0.067992,0.066845
50,350,1,100,250,3961.84,52.14,66.013073,0.235585,0.03151,0.055461,0.017366
60,375,0.4,500,500,5410.63,125.6,105.542361,0.367605,0.112054,0.093234,0.039365
60,325,1,500,1000,4069.83,254.3,122.749217,4.996931,0.609317,0.083782,0.085421
60,400,0.2,1000,500,6039.08,182.91,124.311412,-0.233913,0.128414,0.148006,0.05497
40,200,0.8,1000,250,932.23,69.58,42.331494,5.931443,1.000547,0.237528,0.152551
40,300,1,400,250,2298.98,62.39,54.679525,1.437889,0.21449,0.070546,0.038822
60,250,0.1,1000,1750,1978.84,210.89,136.277864,-6.241074,0.855369,0.982105,0.429226
28,250,0.6,1000,1000,885.33,231.6,79.273112,11.461388,2.915516,0.618641,0.522524
28,275,1,500,1750,1421.53,287.52,103.985459,17.918678,3.190311,0.004564,0.401741
28,300,0.2,400,750,1669.09,59.74,77.758855,-0.380121,0.294955,0.25601,0.127096
28,350,0.1,1200,500,2026.23,125.22,94.386187,-1.559115,0.317374,0.42015,0.155533
28,325,0.1,400,2000,2082.99,121.61,133.970032,-2.422356,0.491765,0.552041,0.272775
40,325,0.2,500,2000,2782.55,192.64,155.338541,-0.89181,0.585597,0.459381,0.232566
50,375,0.2,400,500,4539.19,77.28,97.732509,-0.117635,0.070194,0.090371,0.038897
70,325,0.4,50,1250,5044.96,55.22,116.496651,0.112814,0.031995,0.060004,0.028481
70,225,0.8,200,1750,2562.67,102.87,98.085035,4.958548,0.632853,0.124759,0.123497
40,300,1,50,500,2415.98,35.38,64.34724,0.35929,0.053605,0.070054,0.025437
30,300,0.6,150,1500,2055.73,82.14,92.969571,1.730302,0.424985,0.158497,0.112354
60,225,0.4,100,2000,2404.58,53.7,90.771078,0.803373,0.250026,0.183159,0.105555
50,400,0.4,400,2000,5327.23,278.53,188.086048,1.134071,0.378019,0.180637,0.107507
30,225,0.2,1200,1750,396.29,0.9,81.263166,-4.824352,3.446317,0.374589,0
30,325,0.8,150,750,2184.41,61.73,77.354695,1.16334,0.227582,0.082673,0.054705
40,400,0.4,0,500,4251.39,34.36,88.940461,-0.000183,-1.70E-05,0.038171,0.016229
28,275,0.4,500,250,1343.53,35.95,45.821517,0.496279,0.223795,0.137912,0.067314
30,400,0.6,150,1250,3364.04,105.53,118.110519,0.810147,0.198996,0.094636,0.058438
60,350,0.2,100,1000,4936.21,51.13,113.95744,-0.062278,0.033607,0.060016,0.030738
50,200,0.2,800,250,1204.28,33.57,42.481525,-0.463445,0.249883,0.269814,0.104188
28,350,0.8,200,250,2234.23,39.36,55.734452,0.46098,0.093422,0.057176,0.027982
40,300,0.8,1000,750,2116.98,298.27,106.121399,7.890631,1.335671,0.270295,0.19623
28,200,0.2,1200,750,454.96,73.33,53.830901,-2.785375,2.008154,1.165268,0.732116
70,400,0.6,200,2000,7582.93,216.48,188.136981,1.131603,0.18195,0.081026,0.051018
70,350,0.4,200,500,5559.58,64.72,95.957127,0.15598,0.04412,0.053713,0.024657
28,325,1,400,1000,1978.99,176.59,95.758866,5.851752,1.044537,0.06386,0.141679
60,375,0.1,1200,1000,5072.63,275.27,172.800931,-1.847835,0.257595,0.347071,0.125803
40,375,0.2,0,500,3745.75,23.68,82.371965,-0.000195,-1.90E-05,0.031972,0.016858
50,250,0.6,0,1000,2264.37,22.8,69.166277,-0.000259,-2.20E-05,0.083875,0.030423
70,200,0.1,800,1500,1566.4,116.03,103.132468,-6.327374,0.79212,0.913815,0.406239
50,400,0.4,0,2000,5743.23,67.71,152.086048,-0.000164,-1.40E-05,0.060167,0.025942
30,200,0.2,400,750,816.17,34.31,54.22828,-0.897252,0.62473,0.481341,0.259818
70,250,0.2,1200,750,2499.32,154.63,110.800351,-1.072582,0.511559,0.459658,0.186375
60,350,0.4,0,750,4910.21,37.33,99.448684,-0.00017,-1.30E-05,0.041381,0.017661
30,250,0.1,200,1250,1431.42,36.59,74.091733,-1.261174,0.24436,0.320241,0.161886
70,250,0.6,0,1000,3045.32,26.5,77.375549,-0.000218,-1.50E-05,0.069631,0.025105
70,300,0.6,400,2000,4185.71,243.37,156.939795,4.028018,0.647629,0.167801,0.134522
60,350,0.6,400,500,4728.21,110.29,95.876428,0.798637,0.138694,0.079272,0.038074
60,225,0.6,400,1000,1988.58,91.25,82.901748,3.864004,0.67194,0.176816,0.141607
28,275,0.4,1000,500,1226.53,123.6,73.144438,1.986064,0.895286,0.452123,0.220387
70,275,1,1200,250,3248.33,128.64,68.055067,3.88539,0.437519,0.059833,0.050627
30,325,0.4,0,250,2086.91,13.85,50.124609,-0.000259,-2.80E-05,0.038424,0.016303
70,225,0.2,200,250,2250.67,15.01,45.291295,-0.075433,0.03515,0.057992,0.027804
60,300,0.2,0,2000,4033.47,34.6,114.882435,-0.000198,-1.50E-05,0.061116,0.033071
60,250,1,0,250,2420.84,18.95,46.302185,-0.000236,-1.80E-05,0.058095,0.015725
50,300,1,800,1750,2659.22,592.98,161.255032,18.008044,2.402529,0.195539,0.29183
28,300,0.6,500,500,1617.09,83.01,67.38528,1.990067,0.505938,0.157438,0.105039
70,325,0.1,200,250,4739.46,27.65,68.732895,-0.095911,0.012283,0.037635,0.017164
40,350,0.4,1200,2000,2493.48,637.26,183.951507,4.957022,1.85351,0.732815,0.43369
28,350,0.4,500,250,2195.23,53.69,59.109452,0.308346,0.137883,0.103227,0.045867
70,375,0.6,150,2000,6750.07,168.94,171.0719,0.965923,0.155302,0.082185,0.048385
50,225,0.1,150,500,1687.48,15.15,51.850167,-0.365527,0.054492,0.098177,0.048089
28,225,0.8,1000,1750,515.47,0.9,78.572725,39.202277,7.910838,-3.07876,0
70,225,0.1,50,1750,2699.17,26.5,86.272535,-0.360374,0.045412,0.1137,0.061418
28,225,0.8,800,750,801.47,156.1,63.645953,13.44053,2.712259,0.35175,0.398543
40,300,0.1,400,1000,2376.98,69.98,97.655032,-1.195993,0.202457,0.264174,0.118785
28,325,0.8,1000,2000,1458.99,696.47,136.148462,21.411981,4.335394,0.383151,0.605822
40,275,0.2,1200,1500,1432.76,256.72,120.966575,-2.303328,1.476887,1.036469,0.534016
50,375,0.8,1000,1750,4123.19,847.37,213.47208,10.515574,1.595399,0.295267,0.228414
40,375,0.6,200,250,3641.75,50.04,67.628672,0.212804,0.045281,0.053515,0.021487
60,275,0.1,1200,250,2773.14,55.54,65.322635,-0.877413,0.120791,0.174801,0.059063
30,350,0.8,1000,750,2182.11,348.34,112.682473,6.683609,1.30828,0.263673,0.190189
70,250,0.8,100,250,2798.32,24.79,49.868541,0.286514,0.036613,0.050859,0.019877
60,250,0.2,150,250,2401.34,15.03,47.989685,-0.048498,0.02485,0.048676,0.023865
28,275,1,100,1000,1590.53,56.26,68.307993,2.04757,0.364576,0.11575,0.07798
40,375,0.2,200,500,3693.75,43.67,86.871965,-0.065858,0.043862,0.063277,0.031456
28,350,0.8,150,500,2299.23,50.94,70.761187,0.691595,0.140147,0.066518,0.038074
50,375,0.4,50,1750,4987.69,76.33,138.65958,0.140829,0.047053,0.074115,0.036162
50,225,0.4,150,2000,2038.48,64.38,90.449531,1.32022,0.450059,0.24788,0.157189
50,275,0.1,0,1500,2843.95,20.39,88.61546,-0.000236,-2.00E-05,0.056229,0.034762
70,350,0.2,0,1750,6001.58,46.23,138.858851,-0.000158,-1.10E-05,0.043924,0.023428
28,275,0.2,200,1000,1538.53,39.84,72.807993,-0.306169,0.234395,0.22025,0.117347
40,350,0.6,0,500,3273.48,29.69,75.89355,-0.000209,-2.00E-05,0.049371,0.017661
40,200,0.6,100,500,1114.23,16.85,41.410229,0.7474,0.15941,0.102913,0.056838
30,400,0.4,0,1000,3383.54,37.06,101.811412,-0.000212,-2.30E-05,0.054893,0.023619
30,225,0.1,200,750,1098.29,21.18,53.552259,-0.943416,0.181678,0.250338,0.123497
30,400,0.8,800,250,3045.54,143.46,73.137171,1.36248,0.267037,0.108784,0.048567
30,400,0.1,1000,1500,2759.54,328.08,179.087639,-2.860647,0.565131,0.703427,0.284034
40,200,0.1,500,2000,1088.23,66.25,82.203828,-6.975332,1.15517,1.057767,0.615149
50,400,1,1200,2000,4495.23,1360.75,256.323824,17.298133,2.317189,0.189671,0.263523
50,400,0.6,150,1000,5353.23,105.31,127.460777,0.501997,0.095515,0.063983,0.034108
60,275,0.8,800,1750,2669.14,469.58,157.188039,14.323348,1.978029,0.30839,0.290216
60,375,1,100,1250,5709.63,131.24,133.599424,0.93642,0.114419,0.067712,0.032283
28,400,0.1,100,1000,3126.77,42.46,103.99671,-0.197607,0.040343,0.082925,0.042649
30,250,0.4,800,1750,989.42,212.77,94.152837,6.476782,2.833207,0.811596,0.690151
50,275,1,100,1500,2765.95,87.34,95.36546,2.29851,0.306253,0.105356,0.067314
60,250,0.4,1200,1000,2030.84,249.5,121.205107,3.925487,1.214229,0.553572,0.288328
50,250,0.8,400,1250,2082.37,144.15,97.007113,6.78508,1.025566,0.130378,0.167502
28,200,1,50,500,831.96,15.81,35.895524,0.970673,0.171945,0.127512,0.056838
40,300,0.4,50,1500,2701.98,44.81,94.557249,0.209822,0.078915,0.104881,0.05318
28,325,0.1,50,750,2089.49,19.84,72.336118,-0.113804,0.023023,0.067905,0.036836
28,350,0.8,1200,1500,1714.23,714.87,141.622303,16.604003,3.364187,0.390282,0.463796
60,300,1,150,1500,3760.47,125.73,114.502619,2.641819,0.321755,0.079937,0.062365
30,200,0.6,400,1250,868.17,82.3,63.319344,8.633951,2.125862,0.334067,0.425359
70,300,0.6,150,2000,4445.71,121.69,134.439795,1.510392,0.242853,0.108989,0.068988
28,400,0.1,100,2000,3386.77,69.94,134.357999,-0.394996,0.080711,0.142065,0.07318
